Index,Producer,Wine Name,Year,Price,Size (ml),Score,Link
2427,KEN WRIGHT,Pinot Noir Dundee Hills Nysa Vineyard,2012,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/376193
2428,KEN WRIGHT,Pinot Noir Eola-Amity Hills Canary Hill Vineyard,2015,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/448137
2429,KEN WRIGHT,Pinot Noir Eola-Amity Hills Canary Hill Vineyard,2012,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/376194
2430,KEN WRIGHT,Pinot Noir Eola-Amity Hills Carter Vineyard,2012,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/376195
2431,KEN WRIGHT,Pinot Noir McMinnville Meredith Mitchell Vineyard,2009,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/307432
2432,KEN WRIGHT,Pinot Noir Ribbon Ridge Bryce Vineyard,2016,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/460995
2433,KEN WRIGHT,Pinot Noir Willamette Valley,2017,22.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1267846
2434,KEN WRIGHT,Pinot Noir Willamette Valley,2010,25.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/343276
2435,KEN WRIGHT,Pinot Noir Willamette Valley Canary Hill Vineyard,2002,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/145787
2436,KEN WRIGHT,Pinot Noir Willamette Valley Canary Hill Vineyard,1996,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/62180
2437,KEN WRIGHT,Pinot Noir Willamette Valley Carter Vineyard,1999,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/108065
2438,KEN WRIGHT,Pinot Noir Willamette Valley Carter Vineyard,1998,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/254368
2439,KEN WRIGHT,Pinot Noir Willamette Valley Carter Vineyard,1994,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/42765
2440,KEN WRIGHT,Pinot Noir Willamette Valley Elton Vineyard,2001,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/127045
2441,KEN WRIGHT,Pinot Noir Willamette Valley Freedom Hill Vineyard,2018,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1274621
2442,KEN WRIGHT,Pinot Noir Willamette Valley Freedom Hill Vineyard,2014,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/427265
2443,KEN WRIGHT,Pinot Noir Willamette Valley Freedom Hill Vineyard,2010,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/345590
2444,KEN WRIGHT,Pinot Noir Willamette Valley Freedom Hill Vineyard,2009,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/307433
2445,KEN WRIGHT,Pinot Noir Willamette Valley Freedom Hill Vineyard,2004,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/212572
2446,KEN WRIGHT,Pinot Noir Willamette Valley Freedom Hill Vineyard,2001,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/127046
2447,KEN WRIGHT,Pinot Noir Willamette Valley Guadalupe Vineyard,2017,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1260158
2448,KEN WRIGHT,Pinot Noir Willamette Valley Guadalupe Vineyard,2016,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1229288
2449,KEN WRIGHT,Pinot Noir Willamette Valley Guadalupe Vineyard,2015,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/448065
2450,KEN WRIGHT,Pinot Noir Willamette Valley Guadalupe Vineyard,2014,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/427266
2451,KEN WRIGHT,Pinot Noir Willamette Valley Guadalupe Vineyard,2012,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/376197
2452,KEN WRIGHT,Pinot Noir Willamette Valley Guadalupe Vineyard,2009,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/307434
2453,KEN WRIGHT,Pinot Noir Willamette Valley Guadalupe Vineyard,2008,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/292447
2454,KEN WRIGHT,Pinot Noir Willamette Valley Guadalupe Vineyard,2000,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/108956
2455,KEN WRIGHT,Pinot Noir Willamette Valley Meredith Mitchell Vineyard,2004,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/212573
2456,KEN WRIGHT,Pinot Noir Willamette Valley Meredith Mitchell Vineyard,2002,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/141408
2457,KEN WRIGHT,Pinot Noir Willamette Valley Meredith Mitchell Vineyard,2001,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/127047
2458,KEN WRIGHT,Pinot Noir Willamette Valley Nysa Vineyard,2003,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/156651
2459,KEN WRIGHT,Pinot Noir Willamette Valley Savoya Vineyard,2002,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/141410
2460,KEN WRIGHT,Pinot Noir Willamette Valley Shea Vineyard,2004,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/212574
2461,KEN WRIGHT,Pinot Noir Willamette Valley Shea Vineyard,2001,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/127657
2462,KEN WRIGHT,Pinot Noir Willamette Valley Wahle Vineyard,2000,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/108957
2463,KEN WRIGHT,Pinot Noir Willamette Valley Wahle Vineyard,1998,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/82413
2464,KEN WRIGHT,Pinot Noir Willamette Valley Whistling Ridge Vineyard,1999,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/108067
2465,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Abbott Claim Vineyard,2016,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1229289
2466,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Abbott Claim Vineyard,2013,69.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/406428
2467,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Abbott Claim Vineyard,2006,53.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/253299
2468,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Bonnie Jean Vineyard,2016,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1229286
2469,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Bonnie Jean Vineyard,2013,69.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/406429
2470,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Shea Vineyard,2013,69.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/406430
2471,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Tanager Vineyard,2016,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/460996
2472,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Tanager Vineyard,2015,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/448071
2473,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Tanager Vineyard,2012,63.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/376202
2474,KING ESTATE,Pinot Gris Oregon Signature Collection Vin Glacé,2011,15.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/336564
2475,KING ESTATE,Pinot Gris Willamette Valley Pfeiffer Vineyards,2012,22.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/372664
2476,KING ESTATE,Pinot Noir Eola-Amity Hills Roserock,2013,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/420794
2477,KING ESTATE,Pinot Noir Oregon Blackjack Block,2008,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/290781
2478,KING ESTATE,Pinot Noir Oregon Domaine,2006,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/252304
2479,KING ESTATE,Pinot Noir Oregon Domaine,2000,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/127041
2480,KING ESTATE,Pinot Noir Oregon Reserve,1998,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/93742
2481,KING ESTATE,Pinot Noir Oregon Reserve,1994,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/50155
2482,KING ESTATE,Pinot Noir Willamette Valley Bradshaw,2015,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/457085
2483,KING ESTATE,Pinot Noir Willamette Valley Pfeiffer Vineyard,1998,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/93743
2484,KNUDSEN,Pinot Noir Dundee Hills,2016,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1236678
2485,KRAMER,Chardonnay Willamette Valley Dijon Clone,2001,20.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/126998
2486,KRISELLE,Cabernet Sauvignon Rogue Valley,2010,32.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/343995
2487,L'ANGOLO,Chardonnay Dundee Hills,2018,43.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1259889
2488,L'ANGOLO,Pinot Noir Dundee Hills Reserve,2016,71.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1228420
2489,LA BÊTE,Pinot Noir Oregon Reed & Reynolds Vineyard,2000,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/108380
2490,LA CREMA,Chardonnay Yamhill-Carlton District,2014,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/427261
2491,LA CREMA,Pinot Noir Willamette Valley,2017,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1242402
2492,LA CREMA,Pinot Noir Willamette Valley,2015,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/451182
2493,LA LINEA FURIOSO,Pinot Noir Dundee Hills Furioso Vineyard,2017,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245221
2494,LACHINI,Chardonnay Chehalem Mountains Les Sols Arénacés,2011,44.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/359822
2495,LACHINI,Chardonnay Willamette Valley Al Di Lá,2014,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/416039
2496,LACHINI,Pinot Noir Chehalem Mountains Cuvée Giselle,2010,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/359823
2497,LACHINI,Pinot Noir Chehalem Mountains Cuvée Giselle,2008,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/331947
2498,LACHINI,Pinot Noir Chehalem Mountains Cuvée Giselle,2007,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/272333
2499,LACHINI,Pinot Noir Dundee Hills Ana Vineyard,2006,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/251204
2500,LACHINI,Pinot Noir Willamette Valley Lachini Family Estate,2006,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/252305
2501,LADY HILL,Pinot Noir Willamette Valley Freedom Hill Vineyard,2013,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/406432
2502,LANGE,Pinot Noir Willamette Valley,2014,25.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/427262
2503,LANGE,Pinot Noir Willamette Valley,2010,24.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/328365
2504,LANGE,Pinot Noir Willamette Valley Reserve,2017,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1242610
2505,LANGE,Pinot Noir Yamhill-Carlton District Assemblage,2012,70.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379881
2506,LAURA VOLKMAN,Pinot Noir Oregon Rachel Estate,2006,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/238049
2507,LAVINEA,Chardonnay Eola-Amity Hills Elton Vineyard,2014,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/424214
2508,LAVINEA,Chardonnay Yamhill-Carlton Lazy River Vineyard,2017,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1243978
2509,LAVINEA,Pinot Noir Dundee Hills Nysa Vineyard,2014,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/424574
2510,LAVINEA,Pinot Noir Ribbon Ridge Saikkonen Vineyard,2014,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/424575
2511,LE CADEAU,Pinot Noir Chehalem Mountains Rocheux Reserve,2014,80.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/418623
2512,LE CADEAU,Pinot Noir Oregon Côte Est,2008,47.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/290825
2513,LE CADEAU,Pinot Noir Oregon Côte Est Reserve,2009,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/335255
2514,LE CADEAU,Pinot Noir Oregon Rocheux,2008,47.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/290619
2515,LE CADEAU,Pinot Noir Willamette Valley Diversité,2017,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1231631
2516,LE CADEAU,Pinot Noir Willamette Valley Diversité,2008,47.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/290290
2517,LE CADEAU,Pinot Noir Willamette Valley Équinoxe,2009,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/311004
2518,LEMELSON,Chardonnay Willamette Valley Reserve,2009,25.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/318048
2519,LEMELSON,Chardonnay Willamette Valley Reserve,2008,25.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/303726
2520,LEMELSON,Pinot Noir Chehalem Mountains Chestnut Hill Vineyard,2016,54.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1243806
2521,LEMELSON,Pinot Noir Dundee Hills Meyer Vineyard,2014,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425594
2522,LEMELSON,Pinot Noir Willamette Valley Anderson Vineyard,2005,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/229590
2523,LEMELSON,Pinot Noir Willamette Valley Chestnut Hill Vineyard,2006,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/252306
2524,LEMELSON,Pinot Noir Willamette Valley Jerome Reserve,2012,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379796
2525,LEMELSON,Pinot Noir Willamette Valley Jerome Reserve,2008,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/303245
2526,LEMELSON,Pinot Noir Willamette Valley Jerome Reserve,1999,44.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/107283
2527,LEMELSON,Pinot Noir Willamette Valley Johnson Vineyard,2009,42.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/321713
2528,LEMELSON,Pinot Noir Willamette Valley Meyer Vineyard,2012,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379797
2529,LEMELSON,Pinot Noir Willamette Valley Meyer Vineyard,2006,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/251207
2530,LEMELSON,Pinot Noir Willamette Valley Meyer Vineyard,2004,42.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/207543
2531,LEMELSON,Pinot Noir Willamette Valley Reed & Reynolds Vineyard,2001,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/136233
2532,LEMELSON,Pinot Noir Willamette Valley Resonance Vineyard,2003,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/207544
2533,LEMELSON,Pinot Noir Willamette Valley Stermer Vineyard,2005,42.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/229591
2534,LEMELSON,Pinot Noir Willamette Valley Stermer Vineyard,2004,42.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/207545
2535,LEMELSON,Pinot Noir Willamette Valley Stermer Vineyard,2003,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/207546
2536,LEMELSON,Pinot Noir Willamette Valley Stermer Vineyard,1999,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/107284
2537,LEMELSON,Pinot Noir Willamette Valley Thea's Selection,2016,34.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1236055
2538,LEMELSON,Pinot Noir Willamette Valley Thea's Selection,2015,34.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/444190
2539,LEMELSON,Pinot Noir Willamette Valley Thea's Selection,2008,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/306902
2540,LEMELSON,Pinot Noir Willamette Valley Thea's Selection,2002,29.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/150748
2541,LEMELSON,Pinot Noir Willamette Valley Thea's Selection,2000,29.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/124629
2542,LEMELSON,Pinot Noir Yamhill-Carlton District Stermer Vineyard,2015,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/456997
