Index,Title,Producer,Region,AVA,Year,Rating,Price,Review,Links
12363,Oak Knoll 2016 Müller-Thurgau (Willamette Valley),Oak Knoll,WILLAMETTE VALLEY,Willamette Valley,2016,85,14,"This is scented with an odd mix of mint and bubblegum, and ...",https://www.winemag.com/buying-guide/oak-knoll-2016-muller-thurgau-willamette-valley/
12364,Lujon 2015 Pinot Gris (Willamette Valley),Lujon,WILLAMETTE VALLEY,Willamette Valley,2015,90,14,"Vinified in stainless and left on the lees for six months, this ...",https://www.winemag.com/buying-guide/lujon-2015-pinot-gris-willamette-valley/
12365,Rainstorm 2016 Pinot Gris (Oregon),Rainstorm,OREGON OTHER,Oregon,2016,88,14,"Supple and seamless, this lightly spicy wine is a good all-purpose white. ...",https://www.winemag.com/buying-guide/rainstorm-2016-pinot-gris-oregon/
12366,Foris 2016 Pinot Gris (Southern Oregon),Foris,SOUTHERN OREGON,Southern Oregon,2016,90,14,"Bright and packed with succulent apple and pear fruit, this retains ample ...",https://www.winemag.com/buying-guide/foris-2016-pinot-gris-southern-oregon/
12367,Foris 2016 Pinot Gris (Southern Oregon),Foris,SOUTHERN OREGON,Southern Oregon,2016,90,14,"Bright and packed with succulent apple and pear fruit, this retains ample ...",https://www.winemag.com/buying-guide/foris-2016-pinot-gris-southern-oregon/
12368,Acrobat 2016 Pinot Gris (Oregon),Acrobat,OREGON OTHER,Oregon,2016,90,14,"This wine knocks the flavors out of the park again this vintage, ...",https://www.winemag.com/buying-guide/acrobat-2016-pinot-gris-oregon/
12369,Duck Pond 2016 Pinot Gris (Willamette Valley),Duck Pond,WILLAMETTE VALLEY,Willamette Valley,2016,89,14,"Light tawny in color, this palate-pleasing effort boasts stone fruit, orange blossom ...",https://www.winemag.com/buying-guide/duck-pond-2016-pinot-gris-willamette-valley/
12370,Duck Pond 2016 Pinot Gris (Willamette Valley),Duck Pond,WILLAMETTE VALLEY,Willamette Valley,2016,89,14,"Light tawny in color, this palate-pleasing effort boasts stone fruit, orange blossom ...",https://www.winemag.com/buying-guide/duck-pond-2016-pinot-gris-willamette-valley/
12371,Primarius 2016 Pinot Gris (Oregon),Primarius,OREGON OTHER,Oregon,2016,86,14,"This wine opens with light aromas of freshly sliced red apple, pineapple ...",https://www.winemag.com/buying-guide/primarius-2016-pinot-gris-oregon/
12372,Wine by Joe 2015 Pinot Gris (Willamette Valley),Wine by Joe,WILLAMETTE VALLEY,Willamette Valley,2015,89,14,"The star of the lineup, this nicely-textured wine is a fine Chardonnay ...",https://www.winemag.com/buying-guide/wine-by-joe-2015-pinot-gris-willamette-valley/
12373,Wine by Joe 2015 Chardonnay (Willamette Valley),Wine by Joe,WILLAMETTE VALLEY,Willamette Valley,2015,88,14,"This brings a pleasing mix of apple, melon and peach fruit, with ...",https://www.winemag.com/buying-guide/wine-by-joe-2015-chardonnay-willamette-valley/
12374,Wine by Joe 2015 Pinot Blanc (Willamette Valley),Wine by Joe,WILLAMETTE VALLEY,Willamette Valley,2015,87,14,"Almost indistinguishable from an all-stainless Chardonnay, this nonetheless offers fine value and ...",https://www.winemag.com/buying-guide/wine-by-joe-2015-pinot-blanc-willamette-valley/
12375,Acrobat 2016 Rosé of Rosé (Oregon),Acrobat,OREGON OTHER,Oregon,2016,89,14,"Dry and succulent, this brings tangy flavors of rhubarb and raspberry into ...",https://www.winemag.com/buying-guide/acrobat-2016-rose-of-rose-oregon/
12376,Rainstorm 2015 Pinot Gris (Oregon),Rainstorm,OREGON OTHER,Oregon,2015,89,14,"In the mouth there's the slightest impression of sweetness, though technically this ...",https://www.winemag.com/buying-guide/rainstorm-2015-pinot-gris-oregon/
12377,Jezebel 2015 White (Oregon),Jezebel,OREGON OTHER,Oregon,2015,90,14,"Roughly equal percentages of Gewürztraminer, Pinot Blanc, Riesling and Pinot Gris (with ...",https://www.winemag.com/buying-guide/jezebel-2015-white-oregon/
12378,Stolen Identity 2015 Pinot Gris (Willamette Valley),Stolen Identity,WILLAMETTE VALLEY,Willamette Valley,2015,85,14,You'll have to look in the very lower left hand corner of ...,https://www.winemag.com/buying-guide/stolen-identity-2015-pinot-gris-willamette-valley/
12379,Foris 2015 Dry Gewürztraminer (Rogue Valley),Foris,SOUTHERN OREGON,Rogue Valley,2015,90,14,The aromatic intensity takes you quickly to the signature heart of the ...,https://www.winemag.com/buying-guide/foris-2015-dry-gewurztraminer-rogue-valley/
12380,Foris 2015 Pinot Gris (Southern Oregon),Foris,SOUTHERN OREGON,Southern Oregon,2015,89,14,This southern Oregon Pinot Gris does not have the fleshy concentration of ...,https://www.winemag.com/buying-guide/foris-2015-pinot-gris-southern-oregon/
12381,Willamette Valley Vineyards 2015 Riesling (Willamette Valley),Willamette Valley Vineyards,WILLAMETTE VALLEY,Willamette Valley,2015,88,14,"Medium sweet and fruit forward, this is loaded with flavors of orange ...",https://www.winemag.com/buying-guide/willamette-valley-vineyards-2015-riesling-willamette-valley/
12382,Foris 2015 Moscato (Southern Oregon),Foris,SOUTHERN OREGON,Southern Oregon,2015,87,14,"Off dry and slightly frizzante, this low alcohol wine is fine as ...",https://www.winemag.com/buying-guide/foris-2015-moscato-southern-oregon/
12383,A to Z 2015 Rosé (Oregon),A to Z,OREGON OTHER,Oregon,2015,89,14,Springtime in a bottle! This is fairly bursting with aromas of fruit ...,https://www.winemag.com/buying-guide/a-to-z-2015-rose-oregon/
12384,Kudos 2015 Pinot Gris (Willamette Valley),Kudos,WILLAMETTE VALLEY,Willamette Valley,2015,86,14,"Round and fruity, this opens with mildly sweet flavors of melon and ...",https://www.winemag.com/buying-guide/kudos-2015-pinot-gris-willamette-valley/
12385,Kudos 2015 Riesling (Willamette Valley),Kudos,WILLAMETTE VALLEY,Willamette Valley,2015,85,14,Strong flavors of clove and mint dominate this unusual Riesling. It's quite ...,https://www.winemag.com/buying-guide/kudos-2015-riesling-willamette-valley/
12386,Kings Ridge 2014 Pinot Gris (Willamette Valley),Kings Ridge,WILLAMETTE VALLEY,Willamette Valley,2014,90,14,"Lightly tawny in color, with a fresh and enlivening mouthfeel, this is ...",https://www.winemag.com/buying-guide/kings-ridge-2014-pinot-gris-willamette-valley/
12387,Kings Ridge 2014 Riesling (Willamette Valley),Kings Ridge,WILLAMETTE VALLEY,Willamette Valley,2014,90,14,This outstanding Riesling brings a bouquet of rose petals and peaches. There's ...,https://www.winemag.com/buying-guide/kings-ridge-2014-riesling-willamette-valley/
12388,Jezebel 2014 White (Oregon),Jezebel,OREGON OTHER,Oregon,2014,89,14,"This well-crafted blend is principally Gewürztraminer, Riesling and Pinot Gris, with a ...",https://www.winemag.com/buying-guide/jezebel-2014-white-oregon/
12389,Christopher Michael 2014 Pinot Gris (Oregon),Christopher Michael,OREGON OTHER,Oregon,2014,88,14,"This new, value-oriented Oregon brand comes out swinging with this all-stainless Pinot ...",https://www.winemag.com/buying-guide/christopher-michael-2014-pinot-gris-oregon/
12390,Christopher Michael 2014 Pinot Noir (Oregon),Christopher Michael,OREGON OTHER,Oregon,2014,86,14,"Here is a sturdy, fruit-driven wine, with a mix of quickly maturing ...",https://www.winemag.com/buying-guide/christopher-michael-2014-pinot-noir-oregon/
12391,Deer Creek 2014 Chardonnay (Rogue Valley),Deer Creek,SOUTHERN OREGON,Rogue Valley,2014,86,14,"This easygoing wine falls into the soft side, bordering on a soapy ...",https://www.winemag.com/buying-guide/deer-creek-2014-chardonnay-rogue-valley/
12392,A to Z 2014 Chardonnay (Oregon),A to Z,OREGON OTHER,Oregon,2014,90,14,"A superb value, this drinks way above its price. Buttery apple fruit ...",https://www.winemag.com/buying-guide/a-to-z-2014-chardonnay-oregon/
12393,A to Z 2014 Pinot Gris (Oregon),A to Z,OREGON OTHER,Oregon,2014,89,14,A to Z is giving other volume Pinot Gris producers a run ...,https://www.winemag.com/buying-guide/a-to-z-2014-pinot-gris-oregon/
12394,Erath 2014 Pinot Blanc (Oregon),Erath,OREGON OTHER,Oregon,2014,88,14,"Aromatic and spicy, this features fresh fruit flavors of lime and pineapple. ...",https://www.winemag.com/buying-guide/erath-2014-pinot-blanc-oregon/
12395,Foris 2013 Riesling (Rogue Valley),Foris,SOUTHERN OREGON,Rogue Valley,2013,88,14,Foris seems to be bringing their white wines to full dryness in ...,https://www.winemag.com/buying-guide/foris-2013-riesling-rogue-valley/
12396,Foris 2014 Chardonnay (Southern Oregon),Foris,SOUTHERN OREGON,Southern Oregon,2014,87,14,"Soft and smooth, this barrel-fermented wine remains fruit-driven. The barrel time seems ...",https://www.winemag.com/buying-guide/foris-2014-chardonnay-southern-oregon/
12397,Erath 2014 Pinot Gris (Oregon),Erath,OREGON OTHER,Oregon,2014,86,14,"Erath's Pinot Gris is done in a solid, middle-of-the-road style that's quite ...",https://www.winemag.com/buying-guide/erath-2014-pinot-gris-oregon/
12398,Sweet Cheeks 2014 Riesling (Oregon),Sweet Cheeks,OREGON OTHER,Oregon,2014,89,14,"Here is an easy-drinking, off-dry and delightfully fragrant wine to enjoy as ...",https://www.winemag.com/buying-guide/sweet-cheeks-2014-riesling-oregon/
12399,Rainstorm 2014 Pinot Gris (Oregon),Rainstorm,OREGON OTHER,Oregon,2014,88,14,"Offering fine flavor for the price, this release emphasizes spice over fruit, ...",https://www.winemag.com/buying-guide/rainstorm-2014-pinot-gris-oregon/
12400,Oak Knoll 2014 Unoaked Chardonnay (Willamette Valley),Oak Knoll,WILLAMETTE VALLEY,Willamette Valley,2014,86,14,"Light green-apple fruit and gentle highlights of cinnamon are in place, though ...",https://www.winemag.com/buying-guide/oak-knoll-2014-unoaked-chardonnay-willamette-valley/
12401,Hinman 2014 Pinot Gris (Oregon),Hinman,OREGON OTHER,Oregon,2014,83,14,"This wine has a perceptible tawny tone despite its youth, and the ...",https://www.winemag.com/buying-guide/hinman-2014-pinot-gris-oregon/
12402,Foris 2014 Dry Gewürztraminer (Southern Oregon),Foris,SOUTHERN OREGON,Southern Oregon,2014,90,14,"Whether or not you are inclined toward the grape, this is a ...",https://www.winemag.com/buying-guide/foris-2014-dry-gewurztraminer-southern/
12403,Foris 2014 Pinot Gris (Southern Oregon),Foris,SOUTHERN OREGON,Southern Oregon,2014,90,14,"Foris consistently produces a meticulously crafted, value lineup of Alsatian-inspired white wines. ...",https://www.winemag.com/buying-guide/foris-2014-pinot-grigio-gris-gris-southern/
12404,Foris 2014 Pinot Blanc (Southern Oregon),Foris,SOUTHERN OREGON,Southern Oregon,2014,89,14,"Crisp, clean and fresh, this showcases yellow apple lightly dusted with cinnamon. ...",https://www.winemag.com/buying-guide/foris-2014-pinot-blanc-southern/
12405,Willamette Valley Vineyards 2014 Riesling (Willamette Valley),Willamette Valley Vineyards,WILLAMETTE VALLEY,Willamette Valley,2014,89,14,"This is a medium-sweet Riesling boasting Spätlese-level alcohol, that mixes soft fruit ...",https://www.winemag.com/buying-guide/willamette-valley-2014-riesling-willamette-valley/
12406,Deer Creek 2014 Pinot Gris (Rogue Valley),Deer Creek,SOUTHERN OREGON,Rogue Valley,2014,90,14,There has been an impressive jump in quality over the past few ...,https://www.winemag.com/buying-guide/deer-creek-2014-pinot-grigio-gris-gris-southern-rogue-valley/
12407,A to Z 2014 Riesling (Oregon),A to Z,OREGON OTHER,Oregon,2014,89,14,"The Riesling remains the highlight of this value-oriented lineup, and it's now ...",https://www.winemag.com/buying-guide/a-to-z-2014-riesling-other/
12408,Oak Knoll 2014 Müller-Thurgau (Willamette Valley),Oak Knoll,WILLAMETTE VALLEY,Willamette Valley,2014,85,14,Some high-toned volatile aromas highlight this wine. People sensitive to this might ...,https://www.winemag.com/buying-guide/oak-knoll-2014-other-white-muller-thurgau-willamette-valley/
12409,Foris 2013 Chardonnay (Rogue Valley),Foris,SOUTHERN OREGON,Rogue Valley,2013,89,14,"Fresh and fruit forward, this is a fine value in a most ...",https://www.winemag.com/buying-guide/foris-2013-chardonnay-southern-rogue-valley/
12410,Foris 2013 Moscato (Rogue Valley),Foris,SOUTHERN OREGON,Rogue Valley,2013,87,14,"A spritzy, frizzante style, off dry but with supporting acids, this offers ...",https://www.winemag.com/buying-guide/foris-2013-muscat-moscato-southern-rogue-valley/
12411,Girardet 2011 14 Vines Red (Umpqua Valley),Girardet,SOUTHERN OREGON,Umpqua Valley,2011,87,14,"A mash-up of eight grapes, including such obscure varieties as Landot Noir, ...",https://www.winemag.com/buying-guide/girardet-2011-14-vines-red-southern-umpqua-valley/
12412,Wine by Joe 2013 Pinot Gris (Willamette Valley),Wine by Joe,WILLAMETTE VALLEY,Willamette Valley,2013,89,14,"Tight and bright, this tasty wine hits the mineral button under tangy ...",https://www.winemag.com/buying-guide/wine-by-joe-2013-pinot-grigio-gris-gris-willamette-valley/
12413,Sweet Cheeks 2013 Riesling (Oregon),Sweet Cheeks,OREGON OTHER,Oregon,2013,88,14,This fruit-powered Riesling emphasizes flavors and scents of orange peel and orange ...,https://www.winemag.com/buying-guide/sweet-cheeks-2013-riesling-other/
12414,Stanton Vineyard 2013 Pinot Gris (Willamette Valley),Stanton Vineyard,WILLAMETTE VALLEY,Willamette Valley,2013,88,14,"Creamy and fresh, this is made from estate-grown grapes, fermented in a ...",https://www.winemag.com/buying-guide/stanton-vineyard-2013-pinot-grigio-gris-gris-willamette-valley/
12415,Wine by Joe 2013 Pinot Blanc (Willamette Valley),Wine by Joe,WILLAMETTE VALLEY,Willamette Valley,2013,88,14,This wine is for acid lovers. Its tongue-tickling mix of grapefruit and ...,https://www.winemag.com/buying-guide/wine-by-joe-2013-pinot-blanc-willamette-valley/
12416,Rainstorm 2013 Pinot Gris (Willamette Valley),Rainstorm,WILLAMETTE VALLEY,Willamette Valley,2013,87,14,"Tart and snappy, the flavors of lime flesh and rind dominate. Some ...",https://www.winemag.com/buying-guide/rainstorm-2013-pinot-grigio-gris-gris-willamette-valley/
12417,Oak Knoll 2013 Pinot Gris (Willamette Valley),Oak Knoll,WILLAMETTE VALLEY,Willamette Valley,2013,86,14,"Soft and diffuse, this offers light flavors of pear with a hint ...",https://www.winemag.com/buying-guide/oak-knoll-2013-pinot-grigio-gris-gris-willamette-valley/
12418,Erath 2013 Pinot Blanc (Oregon),Erath,OREGON OTHER,Oregon,2013,87,14,"At first aromatic with fresh pear and toasted hazelnuts, this promises more ...",https://www.winemag.com/buying-guide/erath-2013-pinot-blanc-other/
12419,Erath 2013 Pinot Gris (Oregon),Erath,OREGON OTHER,Oregon,2013,86,14,"Perfectly serviceable, yet simple and plain, this straightforward wine has crisp apple ...",https://www.winemag.com/buying-guide/erath-2013-pinot-grigio-gris-gris-other/
12420,Oak Knoll 2013 Sheppard Vineyard Pinot Gris (Willamette Valley),Oak Knoll,WILLAMETTE VALLEY,Willamette Valley,2013,85,14,This starts to fall flat even as it hits the mouth. It's ...,https://www.winemag.com/buying-guide/oak-knoll-2013-sheppard-vineyard-pinot-grigio-gris-gris-willamette-valley/
12421,Foris 2012 Chardonnay (Rogue Valley),Foris,SOUTHERN OREGON,Rogue Valley,2012,90,14,"A directly appealing wine with notes of apple, toast and melon. It's ...",https://www.winemag.com/buying-guide/foris-2012-chardonnay-southern-rogue-valley/
12422,Jezebel 2013 Blanc White (Oregon),Jezebel,OREGON OTHER,Oregon,2013,89,14,"This well-crafted blend includes Gewürztraminer, Riesling, Pinot Gris, Pinot Blanc and Muscat. ...",https://www.winemag.com/buying-guide/jezebel-2013-blanc-white-other/
12423,Foris 2013 Estate Gewürztraminer (Rogue Valley),Foris,SOUTHERN OREGON,Rogue Valley,2013,89,14,"Aromatically exuberant, this offers notes of lychee, rose petal, spice and citrus ...",https://www.winemag.com/buying-guide/foris-2013-estate-gewurztraminer-southern-rogue-valley/
12424,Foris 2013 Estate Grown Pinot Blanc (Rogue Valley),Foris,SOUTHERN OREGON,Rogue Valley,2013,88,14,"An appealing wine with notes of mineral, red apple and tropical fruit. ...",https://www.winemag.com/buying-guide/foris-2013-estate-grown-pinot-blanc-southern-rogue-valley/
12425,Foris 2013 Estate Grown Pinot Gris (Rogue Valley),Foris,SOUTHERN OREGON,Rogue Valley,2013,86,14,An aromatically reserved wine with notes of apple and melon. It's medium ...,https://www.winemag.com/buying-guide/foris-2013-estate-grown-pinot-grigio-gris-gris-southern-rogue-valley/
12426,Kramer 2013 Müller-Thurgau (Yamhill-Carlton),Kramer,WILLAMETTE VALLEY,Yamhill-Carlton,2013,85,14,This shows its residual sugar without quite masking the very tart fruit. ...,https://www.winemag.com/buying-guide/kramer-2013-other-white-muller-thurgau-willamette-valley-yamhill-carlton-district/
12427,Willamette Valley Vineyards 2013 Riesling (Willamette Valley),Willamette Valley Vineyards,WILLAMETTE VALLEY,Willamette Valley,2013,89,14,"This attractive, medium-sweet Riesling keeps the alcohol low. Generous apple and apricot ...",https://www.winemag.com/buying-guide/willamette-valley-2013-riesling-willamette-valley/
12428,Stone Wolf 2012 Barrel Select Cuvée Pinot Noir (Willamette Valley),Stone Wolf,WILLAMETTE VALLEY,Willamette Valley,2012,89,14,"This is a toasty, tasty, forward and easy-drinking Pinot Noir. Flavors of ...",https://www.winemag.com/buying-guide/stone-wolf-2012-barrel-select-cuvee-pinot-noir-willamette-valley/
12429,Oak Knoll 2012 Pinot Gris (Willamette Valley),Oak Knoll,WILLAMETTE VALLEY,Willamette Valley,2012,89,14,Spicy pear and yellow-apple fruit flavors roll through this well-structured Pinot Gris. ...,https://www.winemag.com/buying-guide/oak-knoll-2012-pinot-grigio-gris-gris-willamette-valley/
